date,ret_1m,vol_1m,momentum_3m,price_to_high_1y,drawdown_1y,rsi14,macd,bb_pct,label
2024-08-09 04:00:00,-0.05968913237355067,0.02667928691962956,-0.043605027860567525,0.9208933807473955,-0.07910661925260454,46.95523332433552,-0.003644269979973469,0.41945704888286356,1
2024-08-12 04:00:00,-0.07473444613050073,0.026606196368012675,-0.06228373702422141,0.9129702414373948,-0.0870297585626052,44.94181397009313,0.09056932848362642,0.38942239754169333,1
2024-08-13 04:00:00,-0.0697112326675996,0.026605889156576384,-0.03662231590040843,0.9124711460477883,-0.08752885395221166,44.811464184873245,0.16011007177186354,0.40468402552515126,1
2024-08-14 04:00:00,-0.06454263859915299,0.026730800002443263,-0.007245404535086597,0.9232016969243246,-0.07679830307567537,48.28445752203256,0.32504777838627996,0.4898302357150981,1
2024-08-15 04:00:00,-0.05318059644182771,0.026648372740351443,-0.019874130506790322,0.9230145361532223,-0.07698546384677774,48.22745069423979,0.4287103850216245,0.5072421261640278,1
2024-08-16 04:00:00,-0.05762603701340141,0.026623426906142573,-0.031989511635529544,0.9212677022896001,-0.07873229771039991,47.66184750295576,0.4716012473107929,0.5142246002308911,1
2024-08-19 04:00:00,-0.04709727028066124,0.02670036758576794,-0.023507781206907774,0.9277559423544826,-0.07224405764551745,50.00708070819562,0.557317589314726,0.5957740745869375,1
2024-08-20 04:00:00,-0.04754378200670151,0.026686812909290425,-0.021626185218859506,0.9398590055524363,-0.06014099444756371,54.13561847518246,0.7215483779651364,0.7833691684994598,1
2024-08-21 04:00:00,-0.04167446503212913,0.026900572804158123,-0.0035030814142068545,0.9583255349678709,-0.04167446503212913,59.615566325333376,0.9898307137628433,0.9891633437069901,1
2024-08-22 04:00:00,0.00025958855214480714,0.025538436911090586,0.0043659585559754355,0.961569655000312,-0.038430344999688004,60.50826203339373,1.1512956160069971,1.0148315652698747,1
2024-08-23 04:00:00,0.008855319703086284,0.025545714280600627,0.01693357836702547,0.9666229958200762,-0.03337700417992384,61.920309256503806,1.2532282502287044,1.0025991821854805,1
2024-08-26 04:00:00,0.10104405034324948,0.015221149951368538,-0.028641726074064677,0.9605714642210993,-0.03942853577890071,59.19089605599303,1.1960519327843167,0.8873977585847197,1
2024-08-27 04:00:00,0.07792926846148518,0.013862368444072575,0.007438551099612001,0.9716763366398403,-0.02832366336015968,62.460932567144596,1.2149190151353895,0.9633557736028121,1
2024-08-28 04:00:00,0.12015559717619939,0.009904916443497785,0.006863506863506785,0.9701166635473205,-0.029883336452679488,61.71297541662249,1.1481406799014136,0.8989459311667429,1
2024-08-29 04:00:00,0.09810899448747468,0.007946729016136132,0.03717129110920725,0.9817830182793688,-0.018216981720631242,65.08129057382962,1.1638586892704526,0.9564739319722108,0
2024-08-30 04:00:00,0.11073802028681357,0.007834361270094473,0.043164049668221516,0.9905795745211804,-0.009420425478819605,67.40946133426448,1.1984510504596053,0.9732254313868688,0
2024-09-03 04:00:00,0.08667870537574673,0.008906430253230464,0.03953225699289087,0.9761058082225966,-0.023894191777403373,60.28694463186647,1.0022887025723395,0.8085981755091791,0
2024-09-04 04:00:00,0.08407079646017723,0.008914114098364007,0.03239399525941544,0.9782269636284237,-0.02177303637157635,60.93833153858849,0.8392474949763904,0.7968465287062669,0
2024-09-05 04:00:00,0.06621067031463745,0.009010139044272388,0.016034415330465457,0.9724873666479507,-0.027512633352049343,58.15853643228383,0.6231897947533407,0.7214330372050444,0
2024-09-06 04:00:00,0.04636444933617678,0.010664528572916063,-0.0011163645915418519,0.948967496412752,-0.05103250358724798,48.412688438417824,0.20192776823492697,0.4805094007135466,1
2024-09-09 04:00:00,0.02821571148250901,0.010153295378785843,0.00144984842493745,0.9480316925572401,-0.05196830744275993,48.067550462661416,-0.09530939421403906,0.4560045924884369,1
2024-09-10 04:00:00,0.02872434116929723,0.01014755722349556,6.585879873544087e-05,0.9473454363965313,-0.05265456360346865,47.7984382768181,-0.2964585754672937,0.4258946103873123,1
2024-09-11 04:00:00,0.03614869482028138,0.009912318281470442,0.006171201061712095,0.9459729240751139,-0.05402707592488609,47.22892466394466,-0.4331813531350541,0.3813783626374702,1
2024-09-12 04:00:00,0.057910570217420965,0.010697562463172137,0.018496577145866278,0.9653128704223595,-0.03468712957764053,55.309295610229945,-0.3094937234512709,0.5985076297442488,1
2024-09-13 04:00:00,0.06088660629814857,0.010834720063813877,0.04374709128382426,0.9794123151787386,-0.020587684821261387,60.10532380481847,-0.0819712441665521,0.7626998154298101,1
2024-09-16 04:00:00,0.0709699222710376,0.010898030860733036,0.05338385852945082,0.9885208060390542,-0.011479193960945766,62.87696556339789,0.1478385008979679,0.8730599542451071,1
2024-09-17 04:00:00,0.052752759531387694,0.011889260922283063,0.016742969260954865,0.9698671158525174,-0.030132884147482608,54.52279599206404,0.08270929542582572,0.5667288443404878,1
2024-09-18 04:00:00,0.039002084594176534,0.011985092330580285,0.004224619784219286,0.963940358100942,-0.03605964189905797,52.1518663460932,-0.03386822678054657,0.4355601913249382,1
2024-09-19 04:00:00,0.03657484234981734,0.01188568771335676,0.011071544189058091,0.9742342005115728,-0.025765799488427166,55.750931457357076,-0.010578252381530984,0.6200833114674703,1
2024-09-20 04:00:00,0.027862769350953442,0.011377767540624452,0.019631901840490684,0.9850271383118098,-0.014972861688190231,59.21489364419052,0.10428658334555241,0.7977240224371671,1
2024-09-23 04:00:00,0.03717640952442758,0.011628449479506777,0.016791756773947508,0.9973173622808661,-0.002682637719133907,62.78733110399752,0.2856059126570223,0.9552526537051526,1
